"name","location","short_description","sys_class_name","asset","category","change_control","asset_tag","department","managed_by_group","managed_by","monitor","owned_by","install_status","subcategory","support_group","supported_by","assigned_to","assignment_group"
"MacBook Pro 15""","2500 West Daming Road, Shanghai","","Computer","P1000481 - Apple MacBook Pro 15""","Hardware","","P1000481","IT","","","false","","Installed","Computer","","","Frankie Morein",""
"MacBook Pro 15""","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000548 - Apple MacBook Pro 15""","Hardware","","P1000548","IT","","","false","","Installed","Computer","","","Karyn Jinks",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000595 - Apple MacBook Pro 15""","Hardware","","P1000595","Product Management","","","false","","Installed","Computer","","","Bart Hachey",""
"MacBook Pro 15""","7525 Paragon Road, Washington,OH","","Computer","P1000571 - Apple MacBook Pro 15""","Hardware","","P1000571","IT","","","false","","Installed","Computer","","","Jannie Bowditch",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000497 - Apple MacBook Pro 15""","Hardware","","P1000497","IT","","","false","","Installed","Computer","","","Mara Vanderzwaag",""
"MacBook Pro 15""","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000546 - Apple MacBook Pro 15""","Hardware","","P1000546","IT","","","false","","Installed","Computer","","","Simone Lundie",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000528 - Apple MacBook Pro 15""","Hardware","","P1000528","IT","","","false","","Installed","Computer","","","Barbara Hindley",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000553 - Apple MacBook Pro 15""","Hardware","","P1000553","IT","","","false","","Installed","Computer","","","Rosalyn Daulton",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000516 - Apple MacBook Pro 15""","Hardware","","P1000516","IT","","","false","","Installed","Computer","","","Lina Hybarger",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000543 - Apple MacBook Pro 15""","Hardware","","P1000543","IT","","","false","","Installed","Computer","","","Freeman Soula",""
"MacBook Pro 15""","Via Nomentana 56, Rome","","Computer","P1000534 - Apple MacBook Pro 15""","Hardware","","P1000534","IT","","","false","","Installed","Computer","","","Byron Fortuna",""
"MacBook Pro 15""","150 Kennedy Road, Hong Kong","","Computer","P1000583 - Apple MacBook Pro 15""","Hardware","","P1000583","Product Management","","","false","","Installed","Computer","","","Hanna Cinkan",""
"MacBook Pro 15""","2500 West Daming Road, Shanghai","","Computer","P1000476 - Apple MacBook Pro 15""","Hardware","","P1000476","IT","","","false","","Installed","Computer","","","Virgil Chinni",""
"MacBook Pro 15""","75-85 York Street, Melbourne","","Computer","P1000580 - Apple MacBook Pro 15""","Hardware","","P1000580","Product Management","","","false","","Installed","Computer","","","Bryant Bouliouris",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000491 - Apple MacBook Pro 15""","Hardware","","P1000491","IT","","","false","","Installed","Computer","","","Samantha Bordwell",""
"MacBook Pro 15""","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000550 - Apple MacBook Pro 15""","Hardware","","P1000550","IT","","","false","","Installed","Computer","","","Amelia Caputo",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000498 - Apple MacBook Pro 15""","Hardware","","P1000498","IT","","","false","","Installed","Computer","","","Lacy Woodfin",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000565 - Apple MacBook Pro 15""","Hardware","","P1000565","IT","","","false","","Installed","Computer","","","Davis Heideman",""
"MacBook Pro 15""","Paradise Road, Richmond, London","","Computer","P1000600 - Apple MacBook Pro 15""","Hardware","","P1000600","Product Management","","","false","","Installed","Computer","","","Athena Fontanilla",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000489 - Apple MacBook Pro 15""","Hardware","","P1000489","IT","","","false","","Installed","Computer","","","Terrell Rodda",""
"MacBook Pro 15""","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000597 - Apple MacBook Pro 15""","Hardware","","P1000597","Product Management","","","false","","Installed","Computer","","","Abel Tuter",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000511 - Apple MacBook Pro 15""","Hardware","","P1000511","IT","","","false","","Installed","Computer","","","Reina Reisenauer",""
"MacBook Pro 15""","2500 West Daming Road, Shanghai","","Computer","P1000478 - Apple MacBook Pro 15""","Hardware","","P1000478","IT","","","false","","Installed","Computer","","","Sadie Rowlett",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000588 - Apple MacBook Pro 15""","Hardware","","P1000588","Product Management","","","false","","Installed","Computer","","","Alejandra Prenatt",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000539 - Apple MacBook Pro 15""","Hardware","","P1000539","IT","","","false","","Installed","Computer","","","Minh Leclare",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000545 - Apple MacBook Pro 15""","Hardware","","P1000545","IT","","","false","","Installed","Computer","","","Denice Nordlinger",""
"MacBook Pro 15""","Paradise Road, Richmond, London","","Computer","P1000601 - Apple MacBook Pro 15""","Hardware","","P1000601","Product Management","","","false","","Installed","Computer","","","Armando Kolm",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000500 - Apple MacBook Pro 15""","Hardware","","P1000500","IT","","","false","","Installed","Computer","","","Judi Kivel",""
"MacBook Pro 15""","Via Nomentana 56, Rome","","Computer","P1000533 - Apple MacBook Pro 15""","Hardware","","P1000533","IT","","","false","","Installed","Computer","","","Mildred Gallegas",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000515 - Apple MacBook Pro 15""","Hardware","","P1000515","IT","","","false","","Installed","Computer","","","Manuel Dienhart",""
"MacBook Pro 15""","9201 Warren Parkway #200, Frisco,TX","","Computer","P1000569 - Apple MacBook Pro 15""","Hardware","","P1000569","IT","","","false","","Installed","Computer","","","Lashonda Derouen",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000558 - Apple MacBook Pro 15""","Hardware","","P1000558","IT","","","false","","Installed","Computer","","","Junior Wadlinger",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000544 - Apple MacBook Pro 15""","Hardware","","P1000544","IT","","","false","","Installed","Computer","","","Eddie Gauer",""
"MacBook Pro 15""","248 Abbotsford Road, Brisbane","","Computer","P1000473 - Apple MacBook Pro 15""","Hardware","","P1000473","IT","","","false","","Installed","Computer","","","Kennith Peto",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000566 - Apple MacBook Pro 15""","Hardware","","P1000566","IT","","","false","","Installed","Computer","","","Curt Menedez",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000538 - Apple MacBook Pro 15""","Hardware","","P1000538","IT","","","false","","Installed","Computer","","","Reva Bayer",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000522 - Apple MacBook Pro 15""","Hardware","","P1000522","IT","","","false","","Installed","Computer","","","Helene Iberg",""
"MacBook Pro 15""","7147 Jonesboro Road, Morrow,GA","","Computer","P1000605 - Apple MacBook Pro 15""","Hardware","","P1000605","Product Management","","","false","","Installed","Computer","","","Lottie Voll",""
"MacBook Pro 15""","4492 Camino De La Plaza, San Ysidro,CA","","Computer","P1000572 - Apple MacBook Pro 15""","Hardware","","P1000572","IT","","","false","","Installed","Computer","","","Henrietta Cintora",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000541 - Apple MacBook Pro 15""","Hardware","","P1000541","IT","","","false","","Installed","Computer","","","Joey Sedore",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000492 - Apple MacBook Pro 15""","Hardware","","P1000492","IT","","","false","","Installed","Computer","","","Robin Grotz",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000554 - Apple MacBook Pro 15""","Hardware","","P1000554","IT","","","false","","Installed","Computer","","","Marisa Woldridge",""
"MacBook Pro 15""","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000596 - Apple MacBook Pro 15""","Hardware","","P1000596","Product Management","","","false","","Installed","Computer","","","Beverley Bunche",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000561 - Apple MacBook Pro 15""","Hardware","","P1000561","IT","","","false","","Installed","Computer","","","Ike Zeolla",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000542 - Apple MacBook Pro 15""","Hardware","","P1000542","IT","","","false","","Installed","Computer","","","Isiah Phernetton",""
"MacBook Pro 15""","2500 West Daming Road, Shanghai","","Computer","P1000483 - Apple MacBook Pro 15""","Hardware","","P1000483","IT","","","false","","Installed","Computer","","","Deanna Gerbi",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000490 - Apple MacBook Pro 15""","Hardware","","P1000490","IT","","","false","","Installed","Computer","","","Tami Trybus",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000589 - Apple MacBook Pro 15""","Hardware","","P1000589","Product Management","","","false","","Installed","Computer","","","Alissa Mountjoy",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000525 - Apple MacBook Pro 15""","Hardware","","P1000525","IT","","","false","","Installed","Computer","","","Concetta Sarchett",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000505 - Apple MacBook Pro 15""","Hardware","","P1000505","IT","","","false","","Installed","Computer","","","Zane Sulikowski",""
"MacBook Pro 15""","Via Nomentana 56, Rome","","Computer","P1000535 - Apple MacBook Pro 15""","Hardware","","P1000535","IT","","","false","","Installed","Computer","","","Beverly Cambel",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000519 - Apple MacBook Pro 15""","Hardware","","P1000519","IT","","","false","","Installed","Computer","","","Jeremy Lampi",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000555 - Apple MacBook Pro 15""","Hardware","","P1000555","IT","","","false","","Installed","Computer","","","Margot Arenburg",""
"MacBook Pro 15""","Via Nomentana 56, Rome","","Computer","P1000532 - Apple MacBook Pro 15""","Hardware","","P1000532","IT","","","false","","Installed","Computer","","","Pat Hoshaw",""
"MacBook Pro 15""","243 South Escondido Boulevard, Escondido,CA","","Computer","P1000578 - Apple MacBook Pro 15""","Hardware","","P1000578","IT","","","false","","Installed","Computer","","","Boris Catino",""
"MacBook Pro 15""","Paradise Road, Richmond, London","","Computer","P1000599 - Apple MacBook Pro 15""","Hardware","","P1000599","Product Management","","","false","","Installed","Computer","","","Benjamin Schkade",""
"MacBook Pro 15""","450 Lexington Avenue, New York,NY","","Computer","P1000574 - Apple MacBook Pro 15""","Hardware","","P1000574","IT","","","false","","Installed","Computer","","","Elvira Blumenthal",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000587 - Apple MacBook Pro 15""","Hardware","","P1000587","Product Management","","","false","","Installed","Computer","","","Bette Barcelona",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000552 - Apple MacBook Pro 15""","Hardware","","P1000552","IT","","","false","","Installed","Computer","","","Sophie Langner",""
"MacBook Pro 15""","75-85 York Street, Melbourne","","Computer","P1000581 - Apple MacBook Pro 15""","Hardware","","P1000581","Product Management","","","false","","Installed","Computer","","","Annette Frietas",""
"MacBook Pro 15""","2500 West Daming Road, Shanghai","","Computer","P1000480 - Apple MacBook Pro 15""","Hardware","","P1000480","IT","","","false","","Installed","Computer","","","Luciano Truiolo",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000594 - Apple MacBook Pro 15""","Hardware","","P1000594","Product Management","","","false","","Installed","Computer","","","Carla Humble",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000495 - Apple MacBook Pro 15""","Hardware","","P1000495","IT","","","false","","Installed","Computer","","","Maynard Kaewprasert",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000527 - Apple MacBook Pro 15""","Hardware","","P1000527","IT","","","false","","Installed","Computer","","","Bess Marso",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000560 - Apple MacBook Pro 15""","Hardware","","P1000560","IT","","","false","","Installed","Computer","","","Janet Schaffter",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000508 - Apple MacBook Pro 15""","Hardware","","P1000508","IT","","","false","","Installed","Computer","","","Sherwood Detillier",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000557 - Apple MacBook Pro 15""","Hardware","","P1000557","IT","","","false","","Installed","Computer","","","Kristine Paker",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000502 - Apple MacBook Pro 15""","Hardware","","P1000502","IT","","","false","","Installed","Computer","","","Garth Skiffington",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000514 - Apple MacBook Pro 15""","Hardware","","P1000514","IT","","","false","","Installed","Computer","","","Maryanne Whyman",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000501 - Apple MacBook Pro 15""","Hardware","","P1000501","IT","","","false","","Installed","Computer","","","Gisela Kosicki",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000520 - Apple MacBook Pro 15""","Hardware","","P1000520","IT","","","false","","Installed","Computer","","","Jade Erlebach",""
"MacBook Pro 15""","9201 Warren Parkway #200, Frisco,TX","","Computer","P1000579 - Apple MacBook Pro 15""","Hardware","","P1000579","IT","","","false","","Installed","Computer","","","Bernard Laboy",""
"MacBook Pro 15""","7147 Jonesboro Road, Morrow,GA","","Computer","P1000602 - Apple MacBook Pro 15""","Hardware","","P1000602","Product Management","","","false","","Installed","Computer","","","Socorro Balandran",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000509 - Apple MacBook Pro 15""","Hardware","","P1000509","IT","","","false","","Installed","Computer","","","Sandra Graen",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000523 - Apple MacBook Pro 15""","Hardware","","P1000523","IT","","","false","","Installed","Computer","","","Fran Zanders",""
"MacBook Pro 15""","248 Abbotsford Road, Brisbane","","Computer","P1000475 - Apple MacBook Pro 15""","Hardware","","P1000475","IT","","","false","","Installed","Computer","","","Dionne Borycz",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000507 - Apple MacBook Pro 15""","Hardware","","P1000507","IT","","","false","","Installed","Computer","","","Sheryl Sisofo",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000504 - Apple MacBook Pro 15""","Hardware","","P1000504","IT","","","false","","Installed","Computer","","","Bridget Bottella",""
"MacBook Pro 15""","2500 West Daming Road, Shanghai","","Computer","P1000477 - Apple MacBook Pro 15""","Hardware","","P1000477","IT","","","false","","Installed","Computer","","","Vernon Engelman",""
"MacBook Pro 15""","2500 West Daming Road, Shanghai","","Computer","P1000485 - Apple MacBook Pro 15""","Hardware","","P1000485","IT","","","false","","Installed","Computer","","","Alfonso Griglen",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000564 - Apple MacBook Pro 15""","Hardware","","P1000564","IT","","","false","","Installed","Computer","","","Dwayne Maddalena",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000529 - Apple MacBook Pro 15""","Hardware","","P1000529","IT","","","false","","Installed","Computer","","","Antony Thierauf",""
"MacBook Pro 15""","Karmelitska 2, Lesser Town, Prague","","Computer","P1000586 - Apple MacBook Pro 15""","Hardware","","P1000586","Product Management","","","false","","Installed","Computer","","","Bert Schadle",""
"MacBook Pro 15""","4492 Camino De La Plaza, San Ysidro,CA","","Computer","P1000570 - Apple MacBook Pro 15""","Hardware","","P1000570","IT","","","false","","Installed","Computer","","","Kenya Bruni",""
"MacBook Pro 15""","2500 West Daming Road, Shanghai","","Computer","P1000482 - Apple MacBook Pro 15""","Hardware","","P1000482","IT","","","false","","Installed","Computer","","","Ezekiel Mildon",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000499 - Apple MacBook Pro 15""","Hardware","","P1000499","IT","","","false","","Installed","Computer","","","Kris Stanzak",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000593 - Apple MacBook Pro 15""","Hardware","","P1000593","Product Management","","","false","","Installed","Computer","","","Carmella Wishman",""
"MacBook Pro 15""","Karmelitska 2, Lesser Town, Prague","","Computer","P1000585 - Apple MacBook Pro 15""","Hardware","","P1000585","Product Management","","","false","","Installed","Computer","","","Buster Wubbel",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000506 - Apple MacBook Pro 15""","Hardware","","P1000506","IT","","","false","","Installed","Computer","","","Tamara Declue",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000510 - Apple MacBook Pro 15""","Hardware","","P1000510","IT","","","false","","Installed","Computer","","","Robyn Christophel",""
"MacBook Pro 15""","150 Kennedy Road, Hong Kong","","Computer","P1000584 - Apple MacBook Pro 15""","Hardware","","P1000584","Product Management","","","false","","Installed","Computer","","","Elaine Renzi",""
"MacBook Pro 15""","Bockenheimer Landstraﬂe 223, Frankfurt","","Computer","P1000521 - Apple MacBook Pro 15""","Hardware","","P1000521","IT","","","false","","Installed","Computer","","","Hilario Cassa",""
"MacBook Pro 15""","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000536 - Apple MacBook Pro 15""","Hardware","","P1000536","IT","","","false","","Installed","Computer","","","Vernice Resendes",""
"MacBook Pro 15""","13770 Noel Road, Dallas,TX","","Computer","P1000603 - Apple MacBook Pro 15""","Hardware","","P1000603","Product Management","","","false","","Installed","Computer","","","Mariano Maury",""
"MacBook Pro 15""","248 Abbotsford Road, Brisbane","","Computer","P1000472 - Apple MacBook Pro 15""","Hardware","","P1000472","IT","","","false","","Installed","Computer","","","Roxie Varenhorst",""
"MacBook Pro 15""","27, Boulevard Vitton, Paris","","Computer","P1000488 - Apple MacBook Pro 15""","Hardware","","P1000488","IT","","","false","","Installed","Computer","","","Tori Villaescusa",""
"MacBook Pro 15""","3 Whitehall Court, London","","Computer","P1000562 - Apple MacBook Pro 15""","Hardware","","P1000562","IT","","","false","","Installed","Computer","","","Gil Scarpa",""
"MacBook Pro 15""","248 Abbotsford Road, Brisbane","","Computer","P1000474 - Apple MacBook Pro 15""","Hardware","","P1000474","IT","","","false","","Installed","Computer","","","Forest Orea",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000815 - Apple MacBook Pro 17""","Hardware","","P1000815","Customer Support","","","false","","Installed","Computer","","","Isaac Davensizer",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000814 - Apple MacBook Pro 17""","Hardware","","P1000814","Customer Support","","","false","","Installed","Computer","","","Jeanie Dalen",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000871 - Apple MacBook Pro 17""","Hardware","","P1000871","Customer Support","","","false","","Installed","Computer","","","Naomi Caetano",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000862 - Apple MacBook Pro 17""","Hardware","","P1000862","Customer Support","","","false","","Installed","Computer","","","Valerie Pou",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000803 - Apple MacBook Pro 17""","Hardware","","P1000803","Customer Support","","","false","","Installed","Computer","","","Teodoro Gaboury",""
"MacBook Pro 17""","650 Dennery Road #102, San Diego,CA","","Computer","P1000417 - Apple MacBook Pro 17""","Hardware","","P1000417","Development","","","false","","Installed","Computer","","","Alva Pennigton",""
"MacBook Pro 17""","248 Abbotsford Road, Brisbane","","Computer","P1000751 - Apple MacBook Pro 17""","Hardware","","P1000751","Customer Support","","","false","","Installed","Computer","","","Emilia Oxley",""
"MacBook Pro 17""","Via Nomentana 56, Rome","","Computer","P1000801 - Apple MacBook Pro 17""","Hardware","","P1000801","Customer Support","","","false","","Installed","Computer","","","Emery Reek",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000856 - Apple MacBook Pro 17""","Hardware","","P1000856","Customer Support","","","false","","Installed","Computer","","","Felipe Mahone",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000807 - Apple MacBook Pro 17""","Hardware","","P1000807","Customer Support","","","false","","Installed","Computer","","","Marta Horner",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000412 - Apple MacBook Pro 17""","Hardware","","P1000412","Development","","","false","","Installed","Computer","","","Colin Altonen",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000860 - Apple MacBook Pro 17""","Hardware","","P1000860","Customer Support","","","false","","Installed","Computer","","","Zackary Mockus",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000418 - Apple MacBook Pro 17""","Hardware","","P1000418","Development","","","false","","Installed","Computer","","","Allyson Gillispie",""
"MacBook Pro 17""","650 Dennery Road #102, San Diego,CA","","Computer","P1000395 - Apple MacBook Pro 17""","Hardware","","P1000395","Development","","","false","","Installed","Computer","","","Mandy Mcdonnell",""
"MacBook Pro 17""","Carrera 54 No. 49 - 31, Medellin","","Computer","P1000826 - Apple MacBook Pro 17""","Hardware","","P1000826","Customer Support","","","false","","Installed","Computer","","","Jimmie Barninger",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000846 - Apple MacBook Pro 17""","Hardware","","P1000846","Customer Support","","","false","","Installed","Computer","","","Logan Muhl",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000887 - Apple MacBook Pro 17""","Hardware","","P1000887","Customer Support","","","false","","Installed","Computer","","","Dollie Daquino",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000876 - Apple MacBook Pro 17""","Hardware","","P1000876","Customer Support","","","false","","Installed","Computer","","","Lynda Caraway",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000885 - Apple MacBook Pro 17""","Hardware","","P1000885","Customer Support","","","false","","Installed","Computer","","","Fannie Steese",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000865 - Apple MacBook Pro 17""","Hardware","","P1000865","Customer Support","","","false","","Installed","Computer","","","Shelley Groden",""
"MacBook Pro 17""","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000794 - Apple MacBook Pro 17""","Hardware","","P1000794","Customer Support","","","false","","Installed","Computer","","","Donald Sherretts",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000870 - Apple MacBook Pro 17""","Hardware","","P1000870","Customer Support","","","false","","Installed","Computer","","","Nelly Jakuboski",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000810 - Apple MacBook Pro 17""","Hardware","","P1000810","Customer Support","","","false","","Installed","Computer","","","Lacy Belmont",""
"MacBook Pro 17""","650 Dennery Road #102, San Diego,CA","","Computer","P1000397 - Apple MacBook Pro 17""","Hardware","","P1000397","Development","","","false","","Installed","Computer","","","Lucien Iurato",""
"MacBook Pro 17""","946 Donax Avenue, Imperial Beach,CA","","Computer","P1000400 - Apple MacBook Pro 17""","Hardware","","P1000400","Development","","","false","","Installed","Computer","","","Kerry Evertt",""
"MacBook Pro 17""","650 Dennery Road #102, San Diego,CA","","Computer","P1000408 - Apple MacBook Pro 17""","Hardware","","P1000408","Development","","","false","","Installed","Computer","","","Dorthy Alexy",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000835 - Apple MacBook Pro 17""","Hardware","","P1000835","Customer Support","","","false","","Installed","Computer","","","Valentine Granberry",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000811 - Apple MacBook Pro 17""","Hardware","","P1000811","Customer Support","","","false","","Installed","Computer","","","Kira Papen",""
"MacBook Pro 17""","Carrera 54 No. 49 - 31, Medellin","","Computer","P1000827 - Apple MacBook Pro 17""","Hardware","","P1000827","Customer Support","","","false","","Installed","Computer","","","Denver Topete",""
"MacBook Pro 17""","248 Abbotsford Road, Brisbane","","Computer","P1000749 - Apple MacBook Pro 17""","Hardware","","P1000749","Customer Support","","","false","","Installed","Computer","","","Genevieve Kekiwi",""
"MacBook Pro 17""","Carrera 54 No. 49 - 31, Medellin","","Computer","P1000825 - Apple MacBook Pro 17""","Hardware","","P1000825","Customer Support","","","false","","Installed","Computer","","","Latisha Bahls",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000850 - Apple MacBook Pro 17""","Hardware","","P1000850","Customer Support","","","false","","Installed","Computer","","","Jewel Agresta",""
"MacBook Pro 17""","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000818 - Apple MacBook Pro 17""","Hardware","","P1000818","Customer Support","","","false","","Installed","Computer","","","Deandre Resendiz",""
"MacBook Pro 17""","2500 West Daming Road, Shanghai","","Computer","P1000754 - Apple MacBook Pro 17""","Hardware","","P1000754","Customer Support","","","false","","Installed","Computer","","","Mara Rineheart",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000833 - Apple MacBook Pro 17""","Hardware","","P1000833","Customer Support","","","false","","Installed","Computer","","","Vince Ettel",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000842 - Apple MacBook Pro 17""","Hardware","","P1000842","Customer Support","","","false","","Installed","Computer","","","Melinda Carleton",""
"MacBook Pro 17""","8306 Mills Drive, Miami,FL","","Computer","P1000882 - Apple MacBook Pro 17""","Hardware","","P1000882","Customer Support","","","false","","Installed","Computer","","","Jacinto Gawron",""
"MacBook Pro 17""","Carrera 54 No. 49 - 31, Medellin","","Computer","P1000822 - Apple MacBook Pro 17""","Hardware","","P1000822","Customer Support","","","false","","Installed","Computer","","","Nanette Turansky",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000852 - Apple MacBook Pro 17""","Hardware","","P1000852","Customer Support","","","false","","Installed","Computer","","","Helena Suermann",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000836 - Apple MacBook Pro 17""","Hardware","","P1000836","Customer Support","","","false","","Installed","Computer","","","Shanna Numkena",""
"MacBook Pro 17""","248 Abbotsford Road, Brisbane","","Computer","P1000752 - Apple MacBook Pro 17""","Hardware","","P1000752","Customer Support","","","false","","Installed","Computer","","","Darrell Amrich",""
"MacBook Pro 17""","815 E Street, San Diego,CA","","Computer","P1000881 - Apple MacBook Pro 17""","Hardware","","P1000881","Customer Support","","","false","","Installed","Computer","","","Jacklyn Emayo",""
"MacBook Pro 17""","27, Boulevard Vitton, Paris","","Computer","P1000767 - Apple MacBook Pro 17""","Hardware","","P1000767","Customer Support","","","false","","Installed","Computer","","","Rena Griffeth",""
"MacBook Pro 17""","3 Whitehall Court, London","","Computer","P1000857 - Apple MacBook Pro 17""","Hardware","","P1000857","Customer Support","","","false","","Installed","Computer","","","Darrel Tork",""
"MacBook Pro 17""","248 Abbotsford Road, Brisbane","","Computer","P1000747 - Apple MacBook Pro 17""","Hardware","","P1000747","Customer Support","","","false","","Installed","Computer","","","Naomi Mcraven",""
